Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),CZL635 (),Degraw (),TAL220 ()
436,1697377429071,3054772.0,664233.0,-702377.0,-952785.0
437,1697377429072,3055807.0,665212.0,-700946.0,-947442.0
438,1697377429073,3056842.0,667631.0,-700420.0,-946803.0
439,1697377429075,3057878.0,670966.0,-698381.0,-945428.0
440,1697377429075,3058913.0,670564.0,-697073.0,-946966.0
441,1697377429076,3059948.0,670649.0,-697455.0,-945844.0
442,1697377429077,3060984.0,667150.0,-698814.0,-946286.0
443,1697377429078,3062019.0,668970.0,-691715.0,-940433.0
444,1697377429080,3063054.0,675275.0,-694753.0,-945203.0
445,1697377429080,3064090.0,666129.0,-696735.0,-944280.0
446,1697377429082,3065125.0,666745.0,-700912.0,-943811.0
447,1697377429082,3066161.0,666835.0,-695414.0,-945881.0
448,1697377429083,3067196.0,663592.0,-697734.0,-950341.0
449,1697377429085,3068231.0,666990.0,-697363.0,-946913.0
450,1697377429085,3069266.0,661702.0,-700963.0,-949472.0
451,1697377429086,3070302.0,663451.0,-696474.0,-951447.0
452,1697377429088,3071337.0,665235.0,-700707.0,-947788.0
453,1697377429088,3072373.0,662796.0,-699570.0,-951551.0
454,1697377429089,3073408.0,665794.0,-696432.0,-951475.0
455,1697377429091,3074443.0,664740.0,-699537.0,-950957.0
456,1697377429092,3075479.0,666821.0,-700279.0,-947281.0
457,1697377429094,3076514.0,666087.0,-697804.0,-942185.0
458,1697377429094,3077549.0,668995.0,-697737.0,-946300.0
459,1697377429095,3078585.0,671355.0,-695855.0,-948837.0
460,1697377429096,3079620.0,666641.0,-692463.0,-942140.0
461,1697377429096,3080656.0,667783.0,-698395.0,-947934.0
462,1697377429097,3081691.0,671996.0,-697644.0,-939288.0
463,1697377429099,3082727.0,675042.0,-695034.0,-936636.0
464,1697377429099,3083762.0,671163.0,-695737.0,-939328.0
465,1697377429101,3084797.0,670100.0,-694052.0,-943977.0
466,1697377429102,3085833.0,662971.0,-693245.0,-946173.0
467,1697377429103,3086868.0,664647.0,-695959.0,-945397.0
468,1697377429103,3087903.0,661339.0,-700397.0,-948989.0
469,1697377429105,3088939.0,662518.0,-704498.0,-949754.0
470,1697377429105,3089974.0,663682.0,-693138.0,-954524.0
471,1697377429107,3091009.0,662830.0,-695290.0,-946145.0
472,1697377429107,3092045.0,661072.0,-700752.0,-947099.0
473,1697377429109,3093080.0,667870.0,-701984.0,-952476.0
474,1697377429111,3094116.0,666832.0,-699843.0,-951683.0
475,1697377429111,3095151.0,663061.0,-696418.0,-949995.0
476,1697377429114,3096186.0,665924.0,-697869.0,-946457.0
477,1697377429114,3097222.0,676105.0,-698921.0,-948046.0
478,1697377429115,3098257.0,667864.0,-696870.0,-944638.0
479,1697377429115,3099293.0,671175.0,-695790.0,-946249.0
480,1697377429117,3100328.0,664540.0,-697436.0,-943144.0
481,1697377429117,3101363.0,670038.0,-695014.0,-944933.0
482,1697377429119,3102399.0,669704.0,-694651.0,-943259.0
483,1697377429120,3103434.0,671062.0,-698932.0,-943673.0
484,1697377429122,3104470.0,665429.0,-699250.0,-942562.0
485,1697377429122,3105505.0,667451.0,-697512.0,-948676.0
486,1697377429123,3106540.0,665221.0,-696373.0,-946598.0
487,1697377429124,3107576.0,666506.0,-693355.0,-949084.0
488,1697377429125,3108611.0,665116.0,-699689.0,-950696.0
489,1697377429126,3109646.0,660479.0,-695346.0,-948311.0
490,1697377429126,3110682.0,664953.0,-699177.0,-949990.0
491,1697377429128,3111717.0,661230.0,-695734.0,-952977.0
492,1697377429130,3112753.0,666742.0,-694781.0,-952558.0
493,1697377429130,3113788.0,664596.0,-700119.0,-948896.0
494,1697377429132,3114823.0,664261.0,-697267.0,-947391.0
495,1697377429132,3115859.0,667119.0,-698443.0,-944784.0
496,1697377429133,3116894.0,670429.0,-699081.0,-950445.0
497,1697377429135,3117930.0,667485.0,-695835.0,-945599.0
498,1697377429135,3118965.0,674004.0,-693824.0,-945481.0
499,1697377429137,3120000.0,667892.0,-699435.0,-944806.0
500,1697377429137,3121036.0,673813.0,-692657.0,-944719.0
501,1697377429139,3122071.0,669119.0,-695729.0,-945681.0
502,1697377429139,3123107.0,669541.0,-697579.0,-944899.0
503,1697377429141,3124142.0,667741.0,-695464.0,-947619.0
504,1697377429141,3125177.0,667274.0,-694339.0,-946578.0
505,1697377429142,3126213.0,663862.0,-692694.0,-946716.0
506,1697377429144,3127248.0,663705.0,-697557.0,-948232.0
507,1697377429144,3128284.0,663705.0,-701660.0,-951250.0
508,1697377429145,3129319.0,663961.0,-700054.0,-950786.0
509,1697377429146,3130354.0,667319.0,-701233.0,-947568.0
510,1697377429147,3131390.0,671695.0,-698392.0,-944410.0
511,1697377429148,3132425.0,663702.0,-698251.0,-952552.0
512,1697377429150,3133461.0,668300.0,-700361.0,-951950.0
513,1697377429150,3134496.0,660282.0,-697292.0,-949506.0
514,1697377429151,3135532.0,667774.0,-698676.0,-950659.0
515,1697377429153,3136567.0,666199.0,-700743.0,-949804.0
516,1697377429153,3137603.0,669186.0,-699885.0,-950282.0
517,1697377429155,3138638.0,670753.0,-696623.0,-944522.0
518,1697377429155,3139673.0,670176.0,-694280.0,-938250.0
519,1697377429157,3140709.0,675073.0,-694941.0,-945881.0
520,1697377429157,3141744.0,669161.0,-691096.0,-937997.0
521,1697377429158,3142780.0,667077.0,-693419.0,-945369.0
522,1697377429159,3143815.0,666399.0,-692688.0,-946519.0
523,1697377429161,3144850.0,668826.0,-697410.0,-943971.0
524,1697377429163,3145886.0,665100.0,-699922.0,-945569.0
525,1697377429163,3146921.0,667558.0,-697593.0,-945164.0
526,1697377429164,3147957.0,664284.0,-700830.0,-948221.0
527,1697377429165,3148992.0,665814.0,-701404.0,-948539.0
528,1697377429167,3150027.0,663955.0,-704405.0,-951348.0
529,1697377429168,3151063.0,659413.0,-698862.0,-948809.0
530,1697377429168,3152098.0,658648.0,-703559.0,-955381.0
531,1697377429169,3153134.0,662543.0,-703764.0,-945231.0
532,1697377429170,3154169.0,664987.0,-698246.0,-949259.0
533,1697377429172,3155205.0,663688.0,-696094.0,-943102.0
534,1697377429173,3156240.0,666852.0,-701801.0,-943698.0
535,1697377429173,3157275.0,670100.0,-697121.0,-942871.0
536,1697377429175,3158311.0,673208.0,-695864.0,-943887.0
537,1697377429176,3159346.0,671363.0,-698080.0,-947281.0
538,1697377429177,3160382.0,670609.0,-697281.0,-942520.0
539,1697377429178,3161417.0,666436.0,-691608.0,-942635.0
540,1697377429180,3162453.0,667094.0,-694072.0,-939491.0
541,1697377429180,3163488.0,665637.0,-691108.0,-942272.0
542,1697377429182,3164524.0,663156.0,-692401.0,-945324.0
543,1697377429182,3165559.0,667687.0,-701840.0,-947399.0
544,1697377429184,3166594.0,664042.0,-692432.0,-948505.0
545,1697377429184,3167630.0,667504.0,-696105.0,-947515.0
546,1697377429186,3168665.0,663336.0,-697396.0,-951154.0
547,1697377429186,3169700.0,659601.0,-700566.0,-957190.0
548,1697377429188,3170736.0,664501.0,-700459.0,-950277.0
549,1697377429188,3171771.0,663581.0,-701514.0,-951523.0
550,1697377429189,3172806.0,665035.0,-700625.0,-948755.0
551,1697377429190,3173842.0,662236.0,-696387.0,-954650.0
552,1697377429191,3174877.0,667009.0,-701401.0,-949413.0
553,1697377429192,3175913.0,665710.0,-702301.0,-946719.0
554,1697377429194,3176948.0,664599.0,-703401.0,-947405.0
555,1697377429194,3177983.0,670944.0,-697278.0,-944098.0
556,1697377429196,3179018.0,672201.0,-687392.0,-943836.0
557,1697377429196,3180054.0,670525.0,-697565.0,-944427.0
558,1697377429198,3181089.0,671909.0,-697320.0,-939564.0
559,1697377429198,3182124.0,668792.0,-697354.0,-940962.0
560,1697377429199,3183160.0,666638.0,-694466.0,-945377.0
561,1697377429201,3184195.0,667327.0,-695009.0,-945583.0
562,1697377429201,3185231.0,668334.0,-694933.0,-948398.0
563,1697377429203,3186266.0,665325.0,-696029.0,-946941.0
564,1697377429203,3187301.0,661418.0,-701477.0,-947273.0
565,1697377429204,3188337.0,668064.0,-701100.0,-948195.0
566,1697377429205,3189372.0,663612.0,-700715.0,-950063.0
567,1697377429206,3190407.0,666008.0,-693836.0,-951486.0
568,1697377429208,3191443.0,660957.0,-703843.0,-951247.0
569,1697377429208,3192478.0,663353.0,-698999.0,-947352.0
570,1697377429209,3193513.0,662009.0,-700082.0,-953584.0
571,1697377429210,3194548.0,666205.0,-697748.0,-950817.0
572,1697377429211,3195584.0,664846.0,-694944.0,-947501.0
573,1697377429213,3196619.0,670792.0,-698102.0,-952923.0
574,1697377429213,3197654.0,672837.0,-696094.0,-942050.0
575,1697377429215,3198689.0,666005.0,-696142.0,-945678.0
576,1697377429215,3199725.0,668725.0,-697233.0,-938759.0
577,1697377429217,3200760.0,671023.0,-692100.0,-945242.0
578,1697377429218,3201795.0,670078.0,-696283.0,-942936.0
579,1697377429220,3202831.0,668570.0,-696845.0,-939544.0
580,1697377429220,3203866.0,666272.0,-692528.0,-945377.0
581,1697377429221,3204901.0,664939.0,-697340.0,-941144.0
582,1697377429223,3205936.0,673219.0,-695802.0,-942126.0
583,1697377429223,3206972.0,668607.0,-695464.0,-948659.0
584,1697377429224,3208007.0,664568.0,-696446.0,-947585.0
585,1697377429225,3209042.0,665884.0,-696153.0,-948938.0
586,1697377429227,3210078.0,660026.0,-700347.0,-950589.0
587,1697377429227,3211113.0,663811.0,-700726.0,-948823.0
588,1697377429229,3212148.0,663840.0,-696314.0,-950848.0
589,1697377429229,3213184.0,663941.0,-700563.0,-950549.0
590,1697377429230,3214219.0,662371.0,-695661.0,-947703.0
591,1697377429232,3215255.0,659421.0,-698960.0,-949810.0
592,1697377429232,3216290.0,671416.0,-695731.0,-943763.0
593,1697377429234,3217325.0,672544.0,-697784.0,-951106.0
594,1697377429234,3218361.0,671445.0,-695003.0,-943622.0
595,1697377429236,3219396.0,670109.0,-697998.0,-943662.0
596,1697377429236,3220432.0,671279.0,-694066.0,-943605.0
597,1697377429237,3221467.0,671731.0,-696797.0,-943358.0
598,1697377429239,3222502.0,668964.0,-693414.0,-939823.0
599,1697377429239,3223538.0,667080.0,-695391.0,-943403.0
600,1697377429241,3224573.0,670997.0,-692719.0,-948851.0
601,1697377429241,3225609.0,667130.0,-696378.0,-942120.0
602,1697377429243,3226644.0,663885.0,-698895.0,-949880.0
603,1697377429243,3227680.0,668866.0,-701474.0,-946384.0
604,1697377429245,3228715.0,668115.0,-695270.0,-948913.0
605,1697377429247,3229750.0,663733.0,-700701.0,-950521.0
606,1697377429247,3230786.0,663828.0,-697633.0,-951666.0
607,1697377429248,3231821.0,664205.0,-699247.0,-947264.0
608,1697377429250,3232856.0,661730.0,-701550.0,-951964.0
609,1697377429250,3233892.0,663128.0,-693152.0,-950066.0
610,1697377429252,3234927.0,665825.0,-698445.0,-944384.0
611,1697377429252,3235963.0,668700.0,-695498.0,-947982.0
612,1697377429254,3236998.0,665119.0,-697821.0,-946485.0
613,1697377429254,3238033.0,670390.0,-696491.0,-946477.0
614,1697377429255,3239069.0,665086.0,-692593.0,-943257.0
615,1697377429257,3240104.0,667867.0,-695954.0,-940925.0
616,1697377429257,3241139.0,674977.0,-697917.0,-944348.0
617,1697377429258,3242175.0,671079.0,-692005.0,-938459.0
618,1697377429259,3243210.0,664301.0,-695087.0,-945180.0
619,1697377429261,3244246.0,670471.0,-695000.0,-942562.0
620,1697377429261,3245281.0,671647.0,-698409.0,-941347.0
621,1697377429262,3246317.0,663899.0,-696195.0,-950516.0
622,1697377429264,3247352.0,665251.0,-705960.0,-945453.0
623,1697377429264,3248387.0,667459.0,-703376.0,-953283.0
624,1697377429265,3249423.0,665533.0,-696688.0,-950153.0
625,1697377429266,3250458.0,664337.0,-703106.0,-948527.0
626,1697377429267,3251493.0,660740.0,-704759.0,-950355.0
627,1697377429269,3252529.0,662515.0,-699897.0,-955055.0
628,1697377429269,3253564.0,663269.0,-697675.0,-946727.0
629,1697377429271,3254600.0,664675.0,-695911.0,-947765.0
630,1697377429271,3255635.0,666014.0,-698071.0,-944851.0
631,1697377429273,3256670.0,670261.0,-693732.0,-946786.0
632,1697377429273,3257706.0,669681.0,-690607.0,-942559.0
633,1697377429275,3258741.0,673385.0,-693099.0,-946826.0
634,1697377429277,3259777.0,667724.0,-693256.0,-943214.0
635,1697377429277,3260812.0,668061.0,-697340.0,-942857.0
636,1697377429278,3261847.0,665766.0,-694682.0,-942674.0
637,1697377429279,3262883.0,665766.0,-694424.0,-943957.0
638,1697377429280,3263918.0,671363.0,-694961.0,-947464.0
639,1697377429282,3264953.0,662506.0,-697447.0,-942059.0
640,1697377429282,3265989.0,670621.0,-695186.0,-946460.0
641,1697377429283,3267024.0,670463.0,-698490.0,-956554.0
642,1697377429285,3268060.0,662400.0,-692424.0,-949416.0
643,1697377429285,3269095.0,663845.0,-694949.0,-953165.0
644,1697377429287,3270131.0,667921.0,-703784.0,-950043.0
645,1697377429287,3271166.0,665772.0,-695599.0,-949931.0
646,1697377429288,3272201.0,665302.0,-704239.0,-953792.0
647,1697377429290,3273237.0,663994.0,-696541.0,-951210.0
648,1697377429290,3274272.0,666286.0,-701759.0,-950139.0
649,1697377429292,3275308.0,667954.0,-694646.0,-945709.0
650,1697377429292,3276343.0,667645.0,-693358.0,-950279.0
651,1697377429295,3277378.0,673306.0,-693287.0,-946367.0
652,1697377429295,3278414.0,669726.0,-695987.0,-945484.0
653,1697377429296,3279449.0,666157.0,-695591.0,-946272.0
654,1697377429297,3280485.0,664340.0,-695354.0,-944148.0
655,1697377429298,3281520.0,671433.0,-694019.0,-942402.0
656,1697377429300,3282556.0,670528.0,-692792.0,-941406.0
657,1697377429300,3283591.0,670815.0,-694229.0,-940588.0
658,1697377429302,3284627.0,670193.0,-698198.0,-941789.0
659,1697377429302,3285662.0,668798.0,-693119.0,-942188.0
660,1697377429303,3286697.0,665111.0,-697571.0,-950299.0
661,1697377429305,3287733.0,667136.0,-699568.0,-947689.0
662,1697377429305,3288768.0,661986.0,-701429.0,-948389.0
663,1697377429306,3289804.0,664087.0,-698277.0,-950465.0
664,1697377429308,3290839.0,661975.0,-700091.0,-955286.0
665,1697377429308,3291874.0,659309.0,-702158.0,-954386.0
666,1697377429309,3292910.0,662937.0,-703795.0,-955587.0
667,1697377429311,3293945.0,667088.0,-695225.0,-946151.0
668,1697377429311,3294981.0,669237.0,-699466.0,-953002.0
669,1697377429313,3296016.0,666599.0,-696314.0,-947866.0
670,1697377429313,3297051.0,669920.0,-698322.0,-943949.0
671,1697377429314,3298087.0,669076.0,-697928.0,-941935.0
672,1697377429315,3299122.0,666106.0,-695267.0,-943417.0
673,1697377429316,3300157.0,667358.0,-697427.0,-942824.0
674,1697377429317,3301193.0,670210.0,-695689.0,-944264.0
675,1697377429319,3302228.0,672136.0,-700859.0,-943043.0
676,1697377429319,3303264.0,670640.0,-693203.0,-941156.0
677,1697377429320,3304299.0,665187.0,-698403.0,-940526.0
678,1697377429321,3305334.0,667369.0,-698513.0,-947616.0
679,1697377429323,3306370.0,665527.0,-696263.0,-948977.0
680,1697377429323,3307405.0,664495.0,-694117.0,-951455.0
681,1697377429325,3308441.0,659188.0,-694598.0,-949132.0
682,1697377429325,3309476.0,662875.0,-699930.0,-950814.0
683,1697377429327,3310512.0,665004.0,-700319.0,-954113.0
684,1697377429327,3311547.0,659351.0,-694637.0,-951821.0
685,1697377429330,3312582.0,660847.0,-698623.0,-953399.0
686,1697377429330,3313618.0,667186.0,-699627.0,-950381.0
687,1697377429332,3314653.0,663013.0,-696364.0,-947990.0
688,1697377429332,3315689.0,666801.0,-699098.0,-944140.0
689,1697377429333,3316724.0,667088.0,-695034.0,-945810.0
690,1697377429335,3317760.0,671740.0,-698038.0,-944418.0
691,1697377429335,3318795.0,668430.0,-698488.0,-945099.0
692,1697377429336,3319830.0,670587.0,-697154.0,-943476.0
693,1697377429337,3320866.0,672367.0,-695152.0,-938166.0
694,1697377429339,3321901.0,666734.0,-695248.0,-941839.0
695,1697377429339,3322937.0,673121.0,-697371.0,-940512.0
696,1697377429340,3323972.0,667201.0,-696370.0,-946041.0
697,1697377429341,3325007.0,666604.0,-697126.0,-944401.0
698,1697377429343,3326043.0,668542.0,-698111.0,-944663.0
699,1697377429343,3327078.0,665924.0,-697034.0,-948541.0
700,1697377429345,3328113.0,660124.0,-696899.0,-946750.0
701,1697377429345,3329149.0,664405.0,-699081.0,-951067.0
702,1697377429346,3330184.0,664467.0,-701739.0,-950150.0
703,1697377429347,3331220.0,663601.0,-701067.0,-950881.0
704,1697377429349,3332255.0,666900.0,-699756.0,-953736.0
705,1697377429349,3333291.0,666548.0,-703865.0,-948370.0
706,1697377429351,3334326.0,667006.0,-700431.0,-943830.0
707,1697377429351,3335362.0,666931.0,-697084.0,-947788.0
708,1697377429352,3336397.0,665929.0,-695585.0,-944013.0
709,1697377429354,3337432.0,670711.0,-693532.0,-946491.0
710,1697377429354,3338468.0,667994.0,-700113.0,-942714.0
711,1697377429355,3339503.0,671093.0,-695335.0,-941409.0
712,1697377429357,3340538.0,666419.0,-694927.0,-943155.0
713,1697377429357,3341574.0,669161.0,-689069.0,-937502.0
714,1697377429358,3342609.0,665848.0,-694750.0,-941128.0
715,1697377429359,3343644.0,666736.0,-697509.0,-948153.0
716,1697377429360,3344680.0,674038.0,-697292.0,-941029.0
717,1697377429362,3345715.0,667327.0,-696108.0,-945695.0
718,1697377429363,3346751.0,663373.0,-696972.0,-943150.0
719,1697377429364,3347786.0,666258.0,-695937.0,-943096.0
720,1697377429366,3348821.0,664245.0,-699466.0,-950645.0
721,1697377429366,3349857.0,661882.0,-698617.0,-949751.0
722,1697377429367,3350892.0,665730.0,-698648.0,-947203.0
723,1697377429369,3351928.0,662644.0,-702411.0,-950935.0
724,1697377429369,3352963.0,667456.0,-698316.0,-946393.0
725,1697377429371,3353998.0,662155.0,-694452.0,-951284.0
726,1697377429373,3355034.0,667718.0,-695734.0,-948091.0
727,1697377429373,3356069.0,667113.0,-697467.0,-949022.0
728,1697377429374,3357105.0,666523.0,-699745.0,-943743.0
729,1697377429376,3358140.0,667884.0,-694139.0,-945110.0
730,1697377429376,3359175.0,669757.0,-695523.0,-948479.0
731,1697377429377,3360211.0,669147.0,-692618.0,-944213.0
732,1697377429379,3361246.0,677722.0,-691687.0,-938501.0
733,1697377429379,3362282.0,668764.0,-697439.0,-940388.0
734,1697377429380,3363317.0,671116.0,-693656.0,-943465.0
735,1697377429381,3364352.0,666762.0,-700957.0,-942573.0
736,1697377429383,3365388.0,670547.0,-698609.0,-945518.0
737,1697377429383,3366423.0,669504.0,-693839.0,-942343.0
738,1697377429384,3367459.0,664717.0,-697928.0,-947678.0
739,1697377429385,3368494.0,665097.0,-701834.0,-954043.0
740,1697377429386,3369529.0,663046.0,-700971.0,-947852.0
741,1697377429388,3370565.0,662419.0,-700217.0,-952608.0
742,1697377429388,3371600.0,663215.0,-704807.0,-947841.0
743,1697377429390,3372635.0,665111.0,-707884.0,-951683.0
744,1697377429390,3373671.0,660915.0,-696659.0,-955173.0
745,1697377429391,3374706.0,668286.0,-699652.0,-947270.0
746,1697377429392,3375742.0,671802.0,-698803.0,-951278.0
747,1697377429393,3376777.0,668601.0,-695906.0,-946260.0
748,1697377429393,3377812.0,667738.0,-693192.0,-948423.0
749,1697377429395,3378848.0,664427.0,-693088.0,-943749.0
750,1697377429397,3379883.0,670725.0,-694218.0,-943605.0
751,1697377429397,3380919.0,668888.0,-695025.0,-943434.0
752,1697377429399,3381954.0,665682.0,-693023.0,-942289.0
753,1697377429399,3382989.0,676440.0,-693144.0,-942396.0
754,1697377429401,3384025.0,664143.0,-701159.0,-942160.0
755,1697377429401,3385060.0,663235.0,-698611.0,-945619.0
756,1697377429403,3386096.0,669597.0,-700237.0,-947779.0
757,1697377429403,3387131.0,662369.0,-694812.0,-948946.0
758,1697377429405,3388166.0,663187.0,-696572.0,-947900.0
759,1697377429405,3389202.0,660481.0,-701064.0,-953494.0
760,1697377429407,3390237.0,664936.0,-691763.0,-946634.0
761,1697377429408,3391272.0,665814.0,-700499.0,-957018.0
762,1697377429409,3392308.0,664568.0,-700549.0,-950265.0
763,1697377429410,3393343.0,659646.0,-697453.0,-948659.0
764,1697377429411,3394379.0,659489.0,-700079.0,-950966.0
765,1697377429413,3395414.0,665665.0,-697214.0,-945889.0
766,1697377429413,3396449.0,671855.0,-693622.0,-949107.0
767,1697377429414,3397485.0,670978.0,-695937.0,-942551.0
768,1697377429415,3398520.0,668227.0,-695101.0,-941620.0
769,1697377429417,3399556.0,667828.0,-695101.0,-942351.0
770,1697377429417,3400591.0,668581.0,-693850.0,-944826.0
771,1697377429419,3401626.0,669690.0,-695729.0,-945037.0
772,1697377429419,3402662.0,670969.0,-692165.0,-940635.0
773,1697377429420,3403697.0,674344.0,-692216.0,-945450.0
774,1697377429422,3404733.0,665091.0,-698597.0,-951573.0
775,1697377429422,3405768.0,662630.0,-694044.0,-944463.0
776,1697377429424,3406804.0,664489.0,-698575.0,-950035.0
777,1697377429424,3407839.0,666292.0,-696620.0,-946595.0
778,1697377429425,3408874.0,664427.0,-703260.0,-945779.0
779,1697377429426,3409910.0,663727.0,-701986.0,-955325.0
780,1697377429427,3410945.0,659179.0,-699104.0,-952934.0
781,1697377429428,3411981.0,666804.0,-702639.0,-948184.0
782,1697377429429,3413016.0,660574.0,-693701.0,-951492.0
783,1697377429431,3414052.0,666067.0,-697118.0,-949019.0
784,1697377429431,3415087.0,665091.0,-698420.0,-944500.0
785,1697377429432,3416122.0,665783.0,-695661.0,-947869.0
