Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),micros (),635 (),Degraw (),tal ()
416,1697378869781,8.5239078E8,637437.0,-734009.0,-964638.0
417,1697378869895,8.5250394E8,638051.0,-733542.0,-964770.0
418,1697378870007,8.5261715E8,638179.0,-733371.0,-964733.0
419,1697378870120,8.527303E8,637646.0,-733692.0,-964690.0
420,1697378870234,8.5284346E8,637746.0,-733715.0,-964781.0
421,1697378870346,8.5295667E8,638042.0,-733412.0,-964814.0
422,1697378870460,8.5306982E8,637600.0,-733506.0,-964160.0
423,1697378870572,8.5318298E8,637471.0,-733650.0,-964920.0
424,1697378870685,8.5329619E8,638049.0,-733711.0,-964901.0
425,1697378870799,8.5340934E8,637499.0,-733578.0,-964925.0
426,1697378870912,8.535225E8,637816.0,-733974.0,-965149.0
427,1697378871025,8.5363571E8,638189.0,-733292.0,-964683.0
428,1697378871140,8.5374886E8,637340.0,-733407.0,-964096.0
429,1697378871253,8.5386202E8,637563.0,-733784.0,-965045.0
430,1697378871365,8.5397523E8,638040.0,-733329.0,-964480.0
431,1697378871478,8.5408838E8,637370.0,-733779.0,-964472.0
432,1697378871592,8.5420154E8,638379.0,-733139.0,-965011.0
433,1697378871704,8.5431475E8,638334.0,-733524.0,-964824.0
434,1697378871818,8.544279E8,637591.0,-733541.0,-965012.0
435,1697378871931,8.5454112E8,638070.0,-733863.0,-964932.0
436,1697378872043,8.5465427E8,638141.0,-733465.0,-964231.0
437,1697378872157,8.5476749E8,637843.0,-733562.0,-964906.0
438,1697378872270,8.5488064E8,637557.0,-733782.0,-965377.0
439,1697378872383,8.5499379E8,637566.0,-733162.0,-964899.0
440,1697378872497,8.5510701E8,637368.0,-734070.0,-964793.0
441,1697378872610,8.5522016E8,638443.0,-733769.0,-964428.0
442,1697378872723,8.5533338E8,638554.0,-733571.0,-964669.0
443,1697378872837,8.5544653E8,638071.0,-734144.0,-965237.0
444,1697378872949,8.5555968E8,638318.0,-733780.0,-964856.0
445,1697378873062,8.556729E8,637523.0,-733579.0,-964474.0
446,1697378873175,8.5578605E8,637718.0,-733895.0,-964746.0
447,1697378873288,8.558992E8,637762.0,-733117.0,-965003.0
448,1697378873402,8.5601242E8,638341.0,-733549.0,-964435.0
449,1697378873515,8.5612557E8,637755.0,-733943.0,-964829.0
450,1697378873629,8.5623878E8,638552.0,-733119.0,-964795.0
451,1697378873742,8.5635194E8,638155.0,-733541.0,-964785.0
452,1697378873856,8.5646509E8,637903.0,-733589.0,-964892.0
453,1697378873969,8.565783E8,638674.0,-733768.0,-965228.0
454,1697378874081,8.5669146E8,637955.0,-734023.0,-964889.0
455,1697378874195,8.5680461E8,637773.0,-734108.0,-965335.0
456,1697378874308,8.5691776E8,638466.0,-733789.0,-964933.0
457,1697378874421,8.5703091E8,637850.0,-733476.0,-964489.0
458,1697378874535,8.5714406E8,637138.0,-733818.0,-965430.0
459,1697378874647,8.5725728E8,638756.0,-733312.0,-964748.0
460,1697378874761,8.5737043E8,638295.0,-733841.0,-964753.0
461,1697378874874,8.5748358E8,637996.0,-733950.0,-965198.0
462,1697378874986,8.5759674E8,637767.0,-733612.0,-965024.0
463,1697378875099,8.5770989E8,637392.0,-733605.0,-964856.0
464,1697378875213,8.5782304E8,637712.0,-733963.0,-965263.0
465,1697378875326,8.5793619E8,638162.0,-733448.0,-964858.0
466,1697378875439,8.5804941E8,637897.0,-733698.0,-964769.0
467,1697378875552,8.5816256E8,637766.0,-734200.0,-965308.0
468,1697378875666,8.5827571E8,638194.0,-733571.0,-964925.0
469,1697378875778,8.5838886E8,637925.0,-733440.0,-964863.0
470,1697378875891,8.5850208E8,637657.0,-733639.0,-965267.0
471,1697378876006,8.5861523E8,637578.0,-733392.0,-964759.0
472,1697378876118,8.5872845E8,637793.0,-733449.0,-964442.0
473,1697378876231,8.588416E8,637816.0,-733812.0,-965125.0
474,1697378876345,8.5895475E8,638040.0,-733452.0,-964700.0
475,1697378876458,8.5906797E8,637419.0,-733649.0,-964623.0
476,1697378876571,8.5918112E8,638050.0,-733515.0,-965586.0
477,1697378876684,8.5929427E8,638665.0,-733358.0,-964499.0
478,1697378876798,8.5940749E8,637216.0,-733664.0,-964939.0
479,1697378876910,8.5952064E8,637822.0,-733660.0,-965657.0
480,1697378877024,8.5963379E8,638314.0,-733369.0,-964785.0
481,1697378877136,8.5974701E8,637252.0,-733434.0,-964542.0
482,1697378877249,8.5986016E8,638182.0,-733770.0,-965161.0
483,1697378877363,8.5997331E8,637471.0,-733487.0,-964251.0
484,1697378877476,8.6008653E8,637751.0,-733688.0,-964795.0
485,1697378877590,8.6019968E8,637755.0,-733666.0,-965009.0
486,1697378877702,8.6031283E8,637655.0,-733147.0,-964759.0
487,1697378877816,8.6042605E8,637528.0,-733091.0,-965000.0
488,1697378877929,8.605392E8,637863.0,-733670.0,-965082.0
489,1697378878042,8.6065235E8,637894.0,-733677.0,-964416.0
490,1697378878155,8.6076557E8,637497.0,-733363.0,-964698.0
491,1697378878269,8.6087872E8,637982.0,-733385.0,-965832.0
492,1697378878382,8.6099187E8,637989.0,-733246.0,-964949.0
493,1697378878494,8.6110509E8,637087.0,-733345.0,-965091.0
494,1697378878607,8.6121824E8,637757.0,-733764.0,-964877.0
495,1697378878721,8.6133139E8,637609.0,-733729.0,-964695.0
496,1697378878834,8.6144461E8,637873.0,-733917.0,-965104.0
497,1697378878947,8.6155776E8,637631.0,-733290.0,-965439.0
498,1697378879061,8.6167098E8,638389.0,-733888.0,-964882.0
499,1697378879174,8.6178413E8,637499.0,-733185.0,-965123.0
500,1697378879287,8.6189728E8,638445.0,-734069.0,-964788.0
501,1697378879401,8.620105E8,637682.0,-732917.0,-964378.0
502,1697378879514,8.6212365E8,637451.0,-733803.0,-965006.0
503,1697378879627,8.622368E8,637936.0,-733845.0,-964971.0
504,1697378879740,8.6234995E8,637888.0,-733538.0,-964666.0
505,1697378879854,8.6246317E8,637428.0,-733667.0,-964925.0
506,1697378879966,8.6257632E8,637568.0,-733614.0,-965333.0
507,1697378880080,8.6268947E8,638074.0,-733609.0,-964820.0
508,1697378880192,8.6280269E8,637429.0,-733695.0,-965096.0
509,1697378880305,8.6291584E8,637918.0,-733970.0,-965122.0
510,1697378880418,8.6302899E8,638069.0,-733779.0,-964518.0
511,1697378880531,8.6314214E8,637381.0,-733732.0,-965101.0
512,1697378880645,8.6325536E8,638475.0,-733860.0,-965063.0
513,1697378880758,8.6336851E8,637548.0,-733461.0,-964763.0
514,1697378880871,8.6348166E8,637829.0,-733383.0,-964890.0
515,1697378880984,8.6359488E8,638461.0,-733766.0,-965033.0
516,1697378881097,8.6370803E8,638028.0,-733252.0,-964444.0
517,1697378881211,8.6382118E8,637590.0,-733877.0,-965202.0
518,1697378881323,8.6393434E8,638443.0,-733422.0,-965473.0
519,1697378881438,8.6404755E8,637436.0,-733879.0,-964654.0
520,1697378881550,8.641607E8,637834.0,-734294.0,-964840.0
521,1697378881664,8.6427386E8,638064.0,-733492.0,-964692.0
522,1697378881777,8.6438701E8,637543.0,-733777.0,-964216.0
523,1697378881891,8.6450022E8,637616.0,-733681.0,-964983.0
524,1697378882003,8.6461338E8,638174.0,-733401.0,-965125.0
525,1697378882116,8.6472653E8,638019.0,-733778.0,-964940.0
526,1697378882230,8.6483974E8,637686.0,-733426.0,-964929.0
527,1697378882343,8.649529E8,638143.0,-733172.0,-965633.0
528,1697378882456,8.6506605E8,638115.0,-733854.0,-964493.0
529,1697378882568,8.651792E8,637733.0,-733289.0,-965368.0
530,1697378882682,8.6529242E8,638277.0,-732954.0,-964791.0
531,1697378882796,8.6540557E8,637843.0,-733423.0,-965195.0
532,1697378882908,8.6551872E8,637926.0,-733849.0,-965741.0
533,1697378883021,8.6563187E8,638068.0,-733003.0,-964778.0
534,1697378883135,8.6574509E8,637746.0,-733362.0,-964611.0
535,1697378883248,8.6585824E8,637928.0,-733614.0,-965401.0
536,1697378883361,8.6597139E8,638361.0,-733237.0,-964341.0
537,1697378883475,8.6608461E8,637699.0,-733473.0,-965114.0
538,1697378883587,8.6619776E8,637761.0,-733548.0,-965096.0
539,1697378883701,8.6631091E8,637753.0,-733680.0,-965120.0
540,1697378883814,8.6642413E8,637558.0,-733585.0,-964720.0
541,1697378883926,8.6653728E8,637575.0,-734242.0,-965488.0
542,1697378884041,8.6665043E8,637988.0,-733602.0,-965254.0
543,1697378884154,8.6676365E8,637613.0,-733581.0,-964666.0
544,1697378884266,8.668768E8,637502.0,-733562.0,-965277.0
545,1697378884379,8.6699002E8,638338.0,-733360.0,-964978.0
546,1697378884492,8.6710317E8,637402.0,-733607.0,-964743.0
547,1697378884607,8.6721632E8,637999.0,-733354.0,-965606.0
548,1697378884719,8.6732954E8,637663.0,-733709.0,-964685.0
549,1697378884832,8.6744269E8,637428.0,-734005.0,-965150.0
550,1697378884945,8.6755584E8,637968.0,-733445.0,-965089.0
551,1697378885058,8.6766906E8,637745.0,-733764.0,-964858.0
552,1697378885172,8.6778221E8,637678.0,-733565.0,-965300.0
553,1697378885285,8.6789542E8,637661.0,-733418.0,-965431.0
554,1697378885399,8.6800858E8,637590.0,-733603.0,-965207.0
555,1697378885511,8.6812179E8,637404.0,-733778.0,-964964.0
556,1697378885624,8.6823494E8,637636.0,-733466.0,-965264.0
557,1697378885738,8.683481E8,638160.0,-733598.0,-964465.0
558,1697378885851,8.6846131E8,637332.0,-733553.0,-964891.0
559,1697378885963,8.6857453E8,637509.0,-734188.0,-964847.0
560,1697378886077,8.6868768E8,637897.0,-733352.0,-964768.0
561,1697378886190,8.688009E8,637362.0,-733806.0,-965088.0
562,1697378886304,8.6891405E8,638152.0,-733695.0,-965302.0
563,1697378886417,8.6902726E8,637689.0,-733139.0,-964491.0
564,1697378886531,8.6914042E8,637126.0,-734180.0,-965392.0
565,1697378886643,8.6925363E8,638310.0,-733293.0,-965323.0
566,1697378886757,8.6936685E8,637257.0,-733762.0,-964573.0
567,1697378886870,8.6948E8,637300.0,-734195.0,-965223.0
568,1697378886983,8.6959322E8,638020.0,-733170.0,-965011.0
569,1697378887096,8.6970637E8,638146.0,-733565.0,-965482.0
570,1697378887210,8.6981958E8,637282.0,-733858.0,-965543.0
571,1697378887323,8.6993274E8,637655.0,-733706.0,-965402.0
572,1697378887435,8.7004595E8,638131.0,-733361.0,-965315.0
573,1697378887548,8.701591E8,637563.0,-733871.0,-965334.0
574,1697378887661,8.7027226E8,638131.0,-733881.0,-964739.0
575,1697378887776,8.7038547E8,637772.0,-733591.0,-964552.0
576,1697378887888,8.7049862E8,637471.0,-734405.0,-965154.0
577,1697378888002,8.7061184E8,637627.0,-733250.0,-964996.0
578,1697378888115,8.7072499E8,637884.0,-733149.0,-964900.0
579,1697378888227,8.7083821E8,636806.0,-733824.0,-965449.0
580,1697378888342,8.7095136E8,638190.0,-733631.0,-964798.0
581,1697378888454,8.7106458E8,637302.0,-733614.0,-964594.0
582,1697378888567,8.7117773E8,637616.0,-733661.0,-964905.0
583,1697378888681,8.7129094E8,638105.0,-733295.0,-964733.0
584,1697378888794,8.714041E8,637573.0,-733797.0,-965020.0
585,1697378888907,8.7151731E8,637523.0,-733937.0,-965394.0
586,1697378889020,8.7163046E8,637549.0,-733615.0,-965410.0
587,1697378889134,8.7174368E8,637746.0,-733689.0,-964708.0
588,1697378889247,8.7185683E8,637332.0,-733757.0,-965467.0
589,1697378889359,8.7197005E8,637810.0,-733290.0,-965133.0
590,1697378889474,8.720832E8,637129.0,-733216.0,-964665.0
591,1697378889587,8.7219635E8,637448.0,-734066.0,-964952.0
592,1697378889699,8.7230957E8,637947.0,-733851.0,-964696.0
593,1697378889812,8.7242272E8,637826.0,-733594.0,-964926.0
594,1697378889925,8.7253594E8,637421.0,-733607.0,-965040.0
595,1697378890039,8.7264909E8,637949.0,-733775.0,-964387.0
596,1697378890152,8.727623E8,637486.0,-733273.0,-964978.0
597,1697378890264,8.7287546E8,637478.0,-733655.0,-964976.0
598,1697378890378,8.7298867E8,638258.0,-733382.0,-965230.0
599,1697378890491,8.7310182E8,637528.0,-733609.0,-965226.0
600,1697378890605,8.7321504E8,637223.0,-733841.0,-965546.0
601,1697378890718,8.7332819E8,637852.0,-733452.0,-964987.0
602,1697378890831,8.7344134E8,637263.0,-733511.0,-964951.0
603,1697378890944,8.7355456E8,637236.0,-733783.0,-965105.0
604,1697378891057,8.7366771E8,637760.0,-733389.0,-965084.0
605,1697378891170,8.7378093E8,637465.0,-733607.0,-964653.0
606,1697378891284,8.7389408E8,637738.0,-733691.0,-965346.0
607,1697378891396,8.740073E8,637871.0,-733303.0,-964608.0
608,1697378891510,8.7412045E8,637416.0,-734032.0,-965121.0
609,1697378891623,8.7423366E8,637512.0,-734153.0,-965413.0
610,1697378891736,8.7434682E8,637482.0,-733528.0,-964819.0
611,1697378891849,8.7446003E8,637236.0,-733596.0,-964953.0
612,1697378891964,8.7457318E8,637503.0,-734065.0,-965799.0
613,1697378892076,8.746864E8,637936.0,-733317.0,-964391.0
614,1697378892189,8.7479955E8,637330.0,-733574.0,-965092.0
615,1697378892302,8.7491277E8,637640.0,-733787.0,-965261.0
616,1697378892415,8.7502592E8,638258.0,-733558.0,-964548.0
617,1697378892530,8.7513914E8,637142.0,-733624.0,-965502.0
618,1697378892642,8.7525229E8,637498.0,-733982.0,-965306.0
619,1697378892754,8.753655E8,637217.0,-733079.0,-964973.0
620,1697378892868,8.7547866E8,637382.0,-733679.0,-965020.0
621,1697378892982,8.7559187E8,637898.0,-733710.0,-964616.0
622,1697378893095,8.7570502E8,637748.0,-733529.0,-964493.0
623,1697378893209,8.7581818E8,637504.0,-734015.0,-965078.0
624,1697378893320,8.7593139E8,637754.0,-733282.0,-965228.0
625,1697378893434,8.7604454E8,637512.0,-733887.0,-964341.0
626,1697378893547,8.761577E8,637976.0,-733805.0,-964941.0
627,1697378893661,8.7627091E8,637323.0,-733806.0,-965090.0
628,1697378893773,8.7638406E8,637658.0,-733983.0,-964514.0
629,1697378893887,8.7649722E8,637561.0,-734101.0,-965236.0
630,1697378894000,8.7661043E8,637409.0,-733457.0,-965279.0
631,1697378894113,8.7672358E8,637792.0,-733511.0,-964540.0
632,1697378894227,8.7683674E8,637222.0,-734137.0,-965361.0
633,1697378894341,8.7694995E8,638010.0,-734213.0,-964922.0
634,1697378894454,8.770631E8,637183.0,-733329.0,-964421.0
635,1697378894566,8.7717626E8,637364.0,-733577.0,-965098.0
636,1697378894679,8.7728941E8,637901.0,-733314.0,-964725.0
637,1697378894792,8.7740262E8,637761.0,-733409.0,-964328.0
638,1697378894906,8.7751578E8,637144.0,-733630.0,-965390.0
639,1697378895018,8.7762893E8,638143.0,-733409.0,-965074.0
640,1697378895132,8.7774208E8,637831.0,-733681.0,-964790.0
641,1697378895246,8.7785523E8,637158.0,-733464.0,-965002.0
642,1697378895358,8.7796845E8,637794.0,-733758.0,-964610.0
643,1697378895470,8.780816E8,636715.0,-733507.0,-965103.0
644,1697378895585,8.7819475E8,637038.0,-733949.0,-965090.0
645,1697378895699,8.783079E8,637483.0,-734002.0,-965434.0
646,1697378895811,8.7842112E8,637985.0,-733826.0,-964784.0
647,1697378895925,8.7853427E8,637812.0,-733525.0,-964927.0
648,1697378896036,8.7864742E8,637295.0,-733501.0,-964888.0
649,1697378896150,8.7876058E8,636922.0,-733555.0,-964860.0
650,1697378896264,8.7887373E8,637226.0,-733963.0,-965263.0
651,1697378896376,8.7898694E8,637387.0,-733570.0,-965236.0
652,1697378896489,8.791001E8,637297.0,-733843.0,-965117.0
653,1697378896602,8.7921325E8,637186.0,-734243.0,-965231.0
654,1697378896716,8.7932646E8,637761.0,-733456.0,-964803.0
655,1697378896829,8.7943962E8,637519.0,-733760.0,-964338.0
656,1697378896943,8.7955277E8,637606.0,-733426.0,-964924.0
657,1697378897056,8.7966598E8,638387.0,-733182.0,-965192.0
658,1697378897169,8.7977914E8,637252.0,-733570.0,-964606.0
659,1697378897281,8.7989229E8,637647.0,-733857.0,-965198.0
660,1697378897396,8.800055E8,638228.0,-733273.0,-965190.0
661,1697378897508,8.8011866E8,637838.0,-733209.0,-965159.0
662,1697378897621,8.8023187E8,637981.0,-733641.0,-965464.0
663,1697378897736,8.8034502E8,637900.0,-732492.0,-964803.0
664,1697378897848,8.8045818E8,637512.0,-733410.0,-965375.0
665,1697378897961,8.8057139E8,638028.0,-733392.0,-965688.0
666,1697378898074,8.8068454E8,638170.0,-733147.0,-964878.0
667,1697378898188,8.807977E8,637284.0,-733649.0,-964798.0
668,1697378898300,8.8091091E8,637427.0,-733609.0,-965042.0
669,1697378898414,8.8102406E8,638234.0,-732924.0,-964572.0
670,1697378898528,8.8113722E8,637213.0,-733860.0,-964945.0
671,1697378898639,8.8125037E8,637688.0,-733466.0,-965442.0
672,1697378898753,8.8136358E8,637898.0,-733333.0,-964453.0
673,1697378898867,8.8147674E8,637881.0,-733773.0,-965122.0
674,1697378898980,8.8158989E8,638339.0,-733810.0,-965438.0
675,1697378899093,8.8170304E8,638316.0,-733332.0,-964286.0
676,1697378899206,8.8181619E8,637063.0,-733561.0,-964925.0
677,1697378899318,8.8192941E8,637975.0,-733826.0,-964765.0
678,1697378899432,8.8204256E8,637710.0,-733552.0,-964586.0
679,1697378899545,8.8215571E8,636652.0,-733574.0,-965210.0
680,1697378899658,8.8226886E8,637200.0,-733941.0,-965139.0
681,1697378899772,8.8238202E8,637282.0,-733621.0,-964861.0
682,1697378899884,8.8249523E8,637542.0,-734012.0,-965151.0
683,1697378899999,8.8260838E8,637338.0,-734127.0,-964757.0
684,1697378900112,8.8272154E8,637453.0,-733579.0,-964510.0
685,1697378900224,8.8283475E8,637646.0,-733632.0,-965333.0
686,1697378900337,8.829479E8,637893.0,-734080.0,-965433.0
687,1697378900451,8.8306106E8,638338.0,-733598.0,-964849.0
688,1697378900563,8.8317421E8,637636.0,-733547.0,-965287.0
689,1697378900677,8.8328736E8,637739.0,-734128.0,-965121.0
690,1697378900790,8.8340051E8,638110.0,-733995.0,-964450.0
691,1697378900903,8.8351373E8,637906.0,-733656.0,-965093.0
692,1697378901016,8.8362688E8,637981.0,-733703.0,-965045.0
693,1697378901131,8.8374003E8,637357.0,-733189.0,-964580.0
694,1697378901242,8.8385318E8,638027.0,-733568.0,-965310.0
695,1697378901356,8.8396634E8,637189.0,-733795.0,-965390.0
696,1697378901470,8.8407949E8,637705.0,-733599.0,-964611.0
697,1697378901583,8.841927E8,636801.0,-733907.0,-965113.0
698,1697378901695,8.8430586E8,637789.0,-733180.0,-965349.0
699,1697378901808,8.8441901E8,637586.0,-733428.0,-964697.0
700,1697378901923,8.8453216E8,637162.0,-733941.0,-965364.0
701,1697378902035,8.8464531E8,637759.0,-733980.0,-964778.0
702,1697378902149,8.8475853E8,637249.0,-733270.0,-964405.0
703,1697378902262,8.8487168E8,636847.0,-734115.0,-965766.0
704,1697378902374,8.8498483E8,637778.0,-733819.0,-964678.0
705,1697378902487,8.8509798E8,637341.0,-733501.0,-964481.0
706,1697378902601,8.8521114E8,636979.0,-734186.0,-965490.0
707,1697378902714,8.8532429E8,637538.0,-733842.0,-964954.0
708,1697378902826,8.854375E8,637214.0,-733627.0,-964690.0
709,1697378902940,8.8555066E8,636927.0,-733639.0,-965442.0
710,1697378903054,8.8566381E8,637635.0,-733655.0,-964667.0
711,1697378903167,8.8577696E8,637266.0,-733595.0,-964761.0
712,1697378903280,8.8589011E8,637176.0,-733402.0,-965311.0
713,1697378903394,8.8600326E8,637790.0,-733854.0,-964817.0
714,1697378903506,8.8611648E8,637547.0,-733730.0,-964722.0
715,1697378903619,8.8622963E8,637594.0,-733538.0,-965659.0
716,1697378903733,8.8634278E8,637959.0,-734004.0,-964434.0
717,1697378903845,8.8645594E8,637320.0,-733184.0,-965349.0
718,1697378903959,8.8656909E8,637392.0,-733486.0,-965531.0
719,1697378904073,8.866823E8,637525.0,-733262.0,-964963.0
720,1697378904185,8.8679546E8,637035.0,-733750.0,-965010.0
721,1697378904299,8.8690861E8,637380.0,-733773.0,-965240.0
722,1697378904411,8.8702176E8,637665.0,-733743.0,-964615.0
723,1697378904525,8.8713491E8,637175.0,-733901.0,-964750.0
724,1697378904637,8.8724806E8,637542.0,-733716.0,-964864.0
725,1697378904750,8.8736128E8,637616.0,-733643.0,-964556.0
726,1697378904865,8.8747443E8,636976.0,-733737.0,-964670.0
727,1697378904976,8.8758758E8,636925.0,-733451.0,-965228.0
728,1697378905090,8.8770074E8,637879.0,-733722.0,-964832.0
729,1697378905204,8.8781389E8,636826.0,-733894.0,-965252.0
730,1697378905317,8.879271E8,636891.0,-733510.0,-965596.0
731,1697378905430,8.8804026E8,637633.0,-733973.0,-964854.0
732,1697378905543,8.8815341E8,637295.0,-733700.0,-965212.0
733,1697378905657,8.8826656E8,637637.0,-733522.0,-965798.0
734,1697378905770,8.8837971E8,637857.0,-732966.0,-964596.0
735,1697378905883,8.8849293E8,637098.0,-734218.0,-965179.0
736,1697378905996,8.8860608E8,636962.0,-733391.0,-965327.0
737,1697378906108,8.8871923E8,637555.0,-733203.0,-964614.0
738,1697378906222,8.8883238E8,637200.0,-734062.0,-964734.0
739,1697378906335,8.8894554E8,637379.0,-733799.0,-965412.0
740,1697378906448,8.8905875E8,637041.0,-733508.0,-965132.0
741,1697378906562,8.891719E8,637018.0,-733763.0,-964869.0
742,1697378906675,8.8928506E8,637435.0,-733823.0,-965122.0
743,1697378906787,8.8939821E8,637617.0,-733406.0,-965183.0
744,1697378906901,8.8951142E8,637253.0,-734012.0,-965045.0
745,1697378907015,8.8962458E8,637778.0,-733377.0,-964921.0
746,1697378907128,8.8973773E8,637497.0,-733551.0,-964766.0
747,1697378907241,8.8985094E8,637324.0,-733782.0,-965036.0
748,1697378907355,8.899641E8,637195.0,-733472.0,-965065.0
749,1697378907467,8.9007725E8,637738.0,-734039.0,-965115.0
750,1697378907580,8.901904E8,637066.0,-733872.0,-965702.0
751,1697378907693,8.9030355E8,637737.0,-733446.0,-965038.0
752,1697378907806,8.9041677E8,637488.0,-733703.0,-964747.0
753,1697378907919,8.9052992E8,636916.0,-733699.0,-965040.0
754,1697378908032,8.9064307E8,637412.0,-733945.0,-964902.0
755,1697378908146,8.9075622E8,637602.0,-733596.0,-964774.0
756,1697378908259,8.9086938E8,637139.0,-733845.0,-965758.0
757,1697378908373,8.9098259E8,637467.0,-733944.0,-965384.0
758,1697378908486,8.9109574E8,637551.0,-733653.0,-964538.0
759,1697378908600,8.912089E8,637264.0,-733932.0,-965078.0
760,1697378908711,8.9132205E8,637613.0,-733677.0,-965070.0
761,1697378908825,8.9143526E8,637089.0,-733574.0,-964803.0
762,1697378908938,8.9154842E8,637133.0,-733522.0,-965294.0
763,1697378909051,8.9166157E8,637341.0,-733554.0,-965249.0
764,1697378909166,8.9177472E8,636605.0,-733948.0,-964655.0
