Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
572,1702727351600,1.3406124E8,152.76187
573,1702727351600,1.34061584E8,153.84747
574,1702727351601,1.34061928E8,154.05037
575,1702727351601,1.34062272E8,153.526
576,1702727351601,1.34062624E8,154.36723
577,1702727351602,1.34062968E8,153.00198
578,1702727351602,1.34063312E8,153.37778
579,1702727351602,1.34063656E8,152.17824
580,1702727351603,1.34064E8,151.50565
581,1702727351603,1.34064344E8,151.31393
582,1702727351603,1.34064688E8,150.57646
583,1702727351606,1.3406504E8,150.87851
584,1702727351606,1.34065384E8,150.7527
585,1702727351606,1.34065728E8,150.7293
586,1702727351606,1.34066072E8,151.1186
587,1702727351606,1.34066416E8,152.38408
588,1702727351606,1.34066768E8,151.12025
589,1702727351606,1.34067112E8,151.60017
590,1702727351607,1.34067456E8,150.38577
591,1702727351607,1.340678E8,149.39006
592,1702727351607,1.34068144E8,149.5429
593,1702727351609,1.34068488E8,148.92598
594,1702727351609,1.34068832E8,148.69511
595,1702727351609,1.34069184E8,149.32222
596,1702727351609,1.34069528E8,148.27843
597,1702727351609,1.34069872E8,148.73596
598,1702727351609,1.34070216E8,148.86932
599,1702727351610,1.3407056E8,148.47113
600,1702727351610,1.34070912E8,149.29915
601,1702727351610,1.34071256E8,149.63185
602,1702727351611,1.340716E8,148.04295
603,1702727351611,1.34071944E8,147.8058
604,1702727351611,1.34072288E8,148.04591
605,1702727351612,1.34072632E8,148.5999
606,1702727351612,1.34072976E8,148.00143
607,1702727351612,1.34073328E8,147.07951
608,1702727351613,1.34073672E8,150.01622
609,1702727351613,1.34074016E8,150.10777
610,1702727351613,1.3407436E8,148.97574
611,1702727351615,1.34074704E8,149.62788
612,1702727351615,1.34075048E8,149.70198
613,1702727351615,1.34075392E8,149.69838
614,1702727351615,1.34075744E8,151.02576
615,1702727351615,1.34076088E8,151.01025
616,1702727351617,1.34076432E8,149.4955
617,1702727351617,1.34076776E8,150.76291
618,1702727351617,1.3407712E8,150.86832
619,1702727351617,1.34077472E8,150.84424
