Sample Number (1000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),time (),reading ()
550,1702662653422,5283962.0,130.23871
551,1702662653423,5284308.0,131.47656
552,1702662653423,5284653.0,133.9737
553,1702662653423,5284998.0,133.41092
554,1702662653425,5285344.0,132.18459
555,1702662653425,5285689.0,132.5775
556,1702662653425,5286034.0,132.25682
557,1702662653425,5286379.0,131.96431
558,1702662653425,5286725.0,130.65979
559,1702662653426,5287070.0,131.21423
560,1702662653426,5287415.0,131.15747
561,1702662653426,5287761.0,132.78584
562,1702662653427,5288106.0,133.24026
563,1702662653427,5288451.0,132.99818
564,1702662653427,5288796.0,131.49997
565,1702662653428,5289142.0,133.122
566,1702662653428,5289487.0,133.18114
567,1702662653428,5289832.0,132.64098
568,1702662653430,5290178.0,132.92555
569,1702662653430,5290523.0,134.7841
570,1702662653430,5290868.0,133.47125
571,1702662653430,5291214.0,134.73172
572,1702662653430,5291559.0,131.89407
573,1702662653430,5291904.0,131.43092
574,1702662653431,5292249.0,131.88652
575,1702662653431,5292595.0,131.97224
576,1702662653431,5292940.0,133.42244
577,1702662653432,5293285.0,131.82065
578,1702662653432,5293631.0,133.12636
579,1702662653432,5293976.0,132.87077
580,1702662653433,5294321.0,131.70872
581,1702662653433,5294667.0,130.79156
582,1702662653433,5295012.0,131.80357
583,1702662653434,5295357.0,132.54811
584,1702662653434,5295702.0,131.39203
585,1702662653434,5296048.0,133.74826
586,1702662653435,5296393.0,133.37878
587,1702662653435,5296738.0,132.3977
588,1702662653435,5297084.0,133.70581
589,1702662653436,5297429.0,132.82753
590,1702662653436,5297774.0,131.07492
591,1702662653436,5298119.0,131.52379
592,1702662653438,5298465.0,130.4554
593,1702662653438,5298810.0,131.24121
594,1702662653438,5299155.0,130.56573
595,1702662653438,5299501.0,131.54362
596,1702662653438,5299846.0,130.76694
597,1702662653439,5300191.0,131.88533
598,1702662653439,5300537.0,133.6054
599,1702662653439,5300882.0,129.87953
600,1702662653439,5301227.0,131.92226
601,1702662653440,5301573.0,131.52577
602,1702662653440,5301918.0,133.17677
603,1702662653440,5302263.0,134.18007
604,1702662653440,5302609.0,131.84843
605,1702662653441,5302954.0,131.12413
606,1702662653441,5303299.0,131.57379
607,1702662653441,5303645.0,131.53926
608,1702662653443,5303990.0,129.8335
609,1702662653443,5304335.0,132.42549
610,1702662653443,5304680.0,132.41994
611,1702662653443,5305026.0,133.00374
612,1702662653443,5305371.0,131.29716
613,1702662653443,5305716.0,131.64285
614,1702662653444,5306062.0,131.57935
615,1702662653444,5306407.0,133.39227
616,1702662653444,5306752.0,132.54176
617,1702662653446,5307098.0,131.46544
618,1702662653446,5307443.0,133.09422
619,1702662653446,5307788.0,132.72672
620,1702662653446,5308134.0,133.23352
621,1702662653446,5308479.0,131.68651
622,1702662653447,5308824.0,131.73334
623,1702662653447,5309170.0,133.05493
624,1702662653447,5309515.0,133.14542
625,1702662653449,5309860.0,131.777
626,1702662653449,5310205.0,130.24982
627,1702662653449,5310551.0,132.26476
628,1702662653449,5310896.0,132.92674
629,1702662653449,5311241.0,131.43886
630,1702662653449,5311587.0,133.71017
631,1702662653450,5311932.0,133.07756
632,1702662653450,5312277.0,131.33923
633,1702662653450,5312622.0,131.64642
634,1702662653452,5312968.0,132.28023
635,1702662653452,5313313.0,131.91551
636,1702662653452,5313658.0,130.38953
637,1702662653454,5314004.0,131.82065
638,1702662653454,5314349.0,131.70872
639,1702662653454,5314694.0,132.766
640,1702662653454,5315040.0,130.50223
641,1702662653454,5315385.0,131.95241
642,1702662653454,5315730.0,132.79814
643,1702662653456,5316076.0,132.41002
644,1702662653456,5316421.0,131.54799
645,1702662653456,5316766.0,132.56598
646,1702662653456,5317112.0,133.12517
647,1702662653456,5317457.0,131.6488
648,1702662653457,5317802.0,133.66571
649,1702662653457,5318147.0,130.17401
650,1702662653457,5318493.0,130.28474
651,1702662653459,5318838.0,131.69762
652,1702662653459,5319183.0,130.34387
653,1702662653459,5319528.0,130.61374
654,1702662653459,5319874.0,132.47469
655,1702662653459,5320219.0,132.6787
656,1702662653459,5320564.0,130.14624
657,1702662653460,5320910.0,131.24002
658,1702662653460,5321255.0,130.49231
659,1702662653460,5321600.0,132.15323
660,1702662653461,5321946.0,131.219
661,1702662653461,5322291.0,131.5349
662,1702662653461,5322636.0,131.72461
663,1702662653462,5322981.0,130.40182
664,1702662653462,5323327.0,130.93521
665,1702662653462,5323672.0,130.31927
666,1702662653463,5324017.0,131.47101
667,1702662653463,5324363.0,131.1785
668,1702662653463,5324708.0,132.76164
669,1702662653464,5325053.0,134.30508
670,1702662653464,5325399.0,132.28499
671,1702662653464,5325744.0,132.95015
672,1702662653466,5326089.0,133.09303
673,1702662653466,5326435.0,132.564
674,1702662653466,5326780.0,131.9032
675,1702662653466,5327125.0,131.66428
676,1702662653466,5327470.0,132.16197
677,1702662653466,5327816.0,132.7918
678,1702662653468,5328161.0,133.61095
679,1702662653468,5328506.0,131.17215
680,1702662653468,5328852.0,134.33406
681,1702662653468,5329197.0,130.56812
682,1702662653468,5329542.0,132.00917
683,1702662653468,5329888.0,132.05162
684,1702662653469,5330233.0,132.56519
685,1702662653469,5330578.0,133.19899
686,1702662653470,5330924.0,130.23553
687,1702662653470,5331269.0,133.8074
688,1702662653470,5331614.0,132.35286
689,1702662653472,5331960.0,132.22227
690,1702662653472,5332305.0,130.87729
691,1702662653472,5332650.0,131.35948
692,1702662653472,5332995.0,133.39108
693,1702662653472,5333341.0,131.09714
694,1702662653472,5333686.0,131.97105
695,1702662653474,5334031.0,133.62207
696,1702662653474,5334377.0,131.99011
697,1702662653474,5334722.0,131.67223
698,1702662653474,5335067.0,132.46
699,1702662653474,5335413.0,132.47112
700,1702662653474,5335758.0,131.48886
701,1702662653475,5336103.0,131.95122
702,1702662653475,5336449.0,133.42561
703,1702662653475,5336794.0,131.44005
704,1702662653477,5337139.0,132.7783
705,1702662653477,5337485.0,132.61876
706,1702662653477,5337830.0,130.90308
707,1702662653477,5338175.0,132.2592
708,1702662653477,5338521.0,132.5001
709,1702662653477,5338866.0,130.41293
710,1702662653479,5339211.0,131.22217
711,1702662653479,5339557.0,131.67302
712,1702662653479,5339902.0,130.2645
713,1702662653479,5340247.0,132.26714
714,1702662653479,5340592.0,130.97333
715,1702662653480,5340938.0,130.68637
716,1702662653480,5341283.0,131.98337
717,1702662653480,5341628.0,131.93336
718,1702662653481,5341974.0,130.76575
719,1702662653481,5342319.0,132.13298
720,1702662653481,5342664.0,131.71428
721,1702662653481,5343010.0,131.28923
